Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender,Year
Kedar Mal Agrawal,IND,0,Literate,55,60356,Lucknow,0,0,M,2009
Mohd. Irshad,NBNP,0,Not Given,40,100000,Lucknow,0,0,M,2009
Murli Prasad,RTKP,0,Literate,56,106430,Lucknow,0,0,M,2009
Mustaq Khan,IJP,0,Not Given,38,42000,Lucknow,0,0,M,2009
Nafisa Ali Sodhi,SP,2,Not Given,52,49420475,Lucknow,0,0,M,2009
Nand Kumar Lodhi Rajpoot,BGD,0,Graduate,44,40000,Lucknow,0,0,M,2009
Nitin Dwivedi,IND,0,12th Pass,25,135893,Lucknow,411346,0,M,2009
Padam Chandra Gupta,IND,0,Post Graduate,35,45000,Lucknow,108720,0,M,2009
Praveen Kumar Mishra,EKSP,0,10th Pass,32,110000,Lucknow,0,0,M,2009
Radheyshyam,IND,0,8th Pass,37,758000,Lucknow,0,0,M,2009
Rajesh Kumar,IND,1,8th Pass,25,16000,Lucknow,0,0,M,2009
Rajesh Kumar Naithani,IND,0,Graduate,35,508711,Lucknow,0,0,M,2009
Rajesh Kumar Pandey,AITC,0,12th Pass,40,92000,Lucknow,0,0,M,2009
Rajiv Ranjan Tiwari @ Raj Bihari,IND,0,Post Graduate,29,96118,Lucknow,0,0,M,2009
Ram Kumar Shukla,IND,0,Graduate,62,2065000,Lucknow,0,0,M,2009
Ravi Shankar Bharat,BPD,0,Post Graduate,28,50000,Lucknow,0,0,M,2009
Rita Bahuguna Joshi,INC,0,Doctorate,59,16029707,Lucknow,0,0,F,2009
S.R.Darapuri,IND,0,Graduate,65,4684000,Lucknow,2745,0,M,2009
Sehnaaz Sidrat,IND,0,Post Graduate,48,578684,Lucknow,100000,0,F,2009
Sukhveer Singh,IND,0,10th Pass,41,7101829,Lucknow,0,0,M,2009
Suman Lata Dixit,IND,0,Post Graduate,53,18000,Lucknow,250000,0,F,2009
Zubair Ahmad,IND,0,Others,32,100000,Lucknow,0,0,M,2009
Tufani Saroj,SP,0,Graduate,48,5336133,Machhlishahr,0,1,M,2009
Baljit,IND,0,Post Graduate,59,831000,Machhlishahr,156000,0,M,2009
Dinesh Kumar,IND,0,Post Graduate,31,23908,Machhlishahr,0,0,M,2009
Kamla Kant Gautam (K.K. Gautam),BSP,1,Graduate Professional,51,2865000,Machhlishahr,0,0,M,2009
Krishna Sewak Sonker,JPS,0,Not Given,48,5950000,Machhlishahr,0,0,M,2009
Raj Bahadur,INC,0,Graduate Professional,66,1106152,Machhlishahr,0,0,M,2009
Ram Charitra,AD,0,12th Pass,41,3305000,Machhlishahr,0,0,M,2009
Ram Dawar Gautam,IND,0,Not Given,41,583066,Machhlishahr,0,0,M,2009
Sheomurat Ram,GGP,0,Post Graduate,71,611760,Machhlishahr,0,0,M,2009
Shyam Bihari Kannaujiya,IND,0,Not Given,39,300000,Machhlishahr,0,0,M,2009
Sohan,IND,3,Not Given,46,685000,Machhlishahr,866956,0,M,2009
Sukhraj Dinkar,RSP,0,Post Graduate,51,842000,Machhlishahr,0,0,M,2009
Sushma,RAD,0,Not Given,29,63399,Machhlishahr,0,0,F,2009
Vidyasagar Sonker,BJP,0,Graduate Professional,48,4507815,Machhlishahr,320000,0,M,2009
Vijayee Ram,Ambedkar Samaj Party,0,Post Graduate,38,50000,Machhlishahr,0,0,M,2009
Vinod Kumar,IND,0,12th Pass,40,155000,Machhlishahr,0,0,M,2009
Abdur Urf Ansari,NLHP,0,Post Graduate,45,2367000,Maharajganj,0,0,M,2009
Ajeet Mani,SP,0,Doctorate,41,19709687,Maharajganj,675417,0,M,2009
Chaudhary Sanjay Singh Patel,IND,0,Not Given,28,,Maharajganj,0,0,M,2009
Dilip Kumar,IND,0,Not Given,28,264500,Maharajganj,0,0,M,2009
Ganesh Shankar Pandey,BSP,0,Graduate,51,15548924,Maharajganj,662717,0,M,2009
Hanuman,IND,0,Not Given,51,647860,Maharajganj,0,0,M,2009
Lal Bihari,IND,0,8th Pass,42,1056500,Maharajganj,0,0,M,2009
Omprakash Chaturvedi,IND,0,Not Given,63,1751310,Maharajganj,4447,0,M,2009
Pankaj Chaudhary,BJP,0,12th Pass,39,43754559,Maharajganj,1659000,0,M,2009
Pawan Kumar,RPI(A),0,8th Pass,39,25711000,Maharajganj,3767909,0,M,2009
Ram Kishun Nishad,SBSP,0,12th Pass,52,430000,Maharajganj,0,0,M,2009
Ram Nivas,IND,0,10th Pass,37,206000,Maharajganj,0,0,M,2009
Satya Narayan Urf Satnarayan,BEP,0,5th Pass,58,100000,Maharajganj,0,0,M,2009
Shyam Sunder Das Chaurasia,IND,1,8th Pass,28,1035000,Maharajganj,119919,0,M,2009
Mulayam Singh Yadav,SP,0,Post Graduate,69,22399320,Mainpuri,243842,1,M,2009
Abadhesh Shakya,RSMD,0,10th Pass,41,1230200,Mainpuri,0,0,M,2009
Ajay Kumar Singh,IND,0,Graduate,51,40000,Mainpuri,3400,0,M,2009
Genda Lal Pal,RALP,0,10th Pass,56,825000,Mainpuri,0,0,M,2009
Hakim Singh Yadav,CPI,0,Graduate Professional,65,4175000,Mainpuri,120000,0,M,2009
Karuna Nidhi Pandey,KKJHS,0,Post Graduate,46,487001,Mainpuri,0,0,M,2009
Man Singh Kashyap,Lok Dal,0,Graduate,53,1166395,Mainpuri,0,0,M,2009
Praveen Yadav,Mahan Dal,0,Graduate,40,4378038,Mainpuri,276515,0,M,2009
Rajvir Singh,NDPF,0,12th Pass,43,2068000,Mainpuri,0,0,M,2009
Ravindra Singh,RWS,0,Post Graduate,69,1785000,Mainpuri,0,0,M,2009
Sachchida Nand,IND,0,Graduate,57,2907490,Mainpuri,0,0,M,2009
Sarvesh,JPS,0,12th Pass,31,730000,Mainpuri,0,0,M,2009
Tripti Shakya,BJP,1,Graduate,31,2814584,Mainpuri,0,0,M,2009
Vinay Shakya,BSP,1,Post Graduate,38,9530440,Mainpuri,900000,0,M,2009
Yogendra Singh,IJP,0,12th Pass,41,1240000,Mainpuri,0,0,M,2009
Jayant K Singh,RLD,1,Post Graduate,30,30204219,Mathura,288327,0,M,2009
Ashraf Ali,NLHP,0,12th Pass,34,6179564,Mathura,0,0,M,2009
Babu Lal Sharma,IND,0,Post Graduate,70,55000,Mathura,0,0,M,2009
Devendra,RALP,0,Graduate Professional,27,262000,Mathura,0,0,M,2009
Fakkar Baba,IND,0,10th Pass,64,12000,Mathura,0,0,M,2009
Gopal Saini,IND,0,5th Pass,25,54000,Mathura,0,0,M,2009
Heera Singh,NELU,0,Not Given,44,550000,Mathura,0,0,M,2009
Jagdish,IND,0,10th Pass,34,1634000,Mathura,331000,0,M,2009
Jai Prakash,IND,0,Graduate Professional,35,214500,Mathura,0,0,M,2009
Manvendra Singh,INC,0,12th Pass,62,14959430,Mathura,1649007,0,M,2009
Pitam Singh,IND,0,Graduate,72,9468000,Mathura,0,0,M,2009
Pramod Kumar Pachauri,IND,0,Graduate,41,8134000,Mathura,0,0,M,2009
Shyam Sundar,IND,0,10th Pass,31,2800500,Mathura,0,0,M,2009
Shyam Sunder Sharma,BSP,0,Post Graduate,57,32557287,Mathura,0,0,M,2009
Vinod,IND,0,Graduate Professional,41,61430,Mathura,0,0,M,2009
Yadram Pankaj,BSP(K),2,10th Pass,56,5038200,Mathura,0,0,M,2009
Rajendra Agarwal,BJP,0,Post Graduate,59,2121825,Meerut,315620,1,M,2009
Ajay Agarwal,Samajwadi Janata Party (Rashtriya),0,Graduate Professional,44,33425000,Meerut,25487,0,M,2009
Anil Kumar Subhash,IND,2,Post Graduate,48,1600000,Meerut,0,0,M,2009
Arun Kumar Jain,NCP,2,Graduate,57,805000,Meerut,0,0,M,2009
Atul Tyagi,IND,0,Graduate,49,16980000,Meerut,0,0,M,2009
Bharat Bhusan,IND,1,12th Pass,44,5389,Meerut,0,0,M,2009
Dara Singh,IND,0,10th Pass,39,360486,Meerut,600000,0,M,2009
Dr. Hari Singh Azad,Akhil Bharatiya Loktantra Party,0,5th Pass,65,55600,Meerut,0,0,M,2009
Dr. Surendar Kumar Khatri,IND,0,Doctorate,61,2724696,Meerut,2368455,0,M,2009
Jeneshwar Prashad Sharma,RVNP,0,12th Pass,60,1246500,Meerut,0,0,M,2009
Khalid Ahmad,IND,0,8th Pass,28,20000,Meerut,0,0,M,2009
Krishna Kumar Garg,IND,0,Graduate,59,22779406,Meerut,50000,0,M,2009
Krishna Pal,IND,0,10th Pass,28,78896,Meerut,0,0,M,2009
Lohari,IND,0,Literate,50,558000,Meerut,0,0,M,2009
Malook Nagar,BSP,0,Graduate,43,853165000,Meerut,0,0,M,2009
Moh. Shahid,IND,0,5th Pass,40,43129067,Meerut,0,0,M,2009
Mughis Ahmad Gilani,CPI,1,Post Graduate,53,443463,Meerut,222000,0,M,2009
Rajendra Sharma,INC,0,Graduate Professional,61,10011281,Meerut,350000,0,M,2009
Rajendra Singh Yadav,IND,0,10th Pass,50,100000,Meerut,0,0,M,2009
Rajesh Kumar,IJP,0,10th Pass,42,1032257,Meerut,290000,0,M,2009
Rajkumar Tyagi,ABHM,0,Graduate,38,7210000,Meerut,2368455,0,M,2009
Sanjeev Kumar,IND,0,Graduate,27,76137,Meerut,0,0,M,2009
Santosh Ahluwalia,RDMP,0,Post Graduate,40,3982750,Meerut,0,0,F,2009
Shahid Manzoor,SP,0,Post Graduate,54,18808730,Meerut,0,0,M,2009
Shreepal Singh,IND,0,Graduate,35,4532250,Meerut,500000,0,M,2009
Sudhir Nandan Saran,IND,0,Graduate,62,208847,Meerut,38215,0,M,2009
Sunil Kumar,IND,1,Post Graduate,30,15000,Meerut,0,0,M,2009
Tejveer Singh,RWS,0,Graduate Professional,67,7037400,Meerut,90000,0,M,2009
Zarrar,IND,0,Post Graduate,43,837955,Meerut,0,0,M,2009
Bal Kumar Patel,SP,10,12th Pass,48,22978000,Mirzapur,11695272,0,M,2009
Ajay Shanker,GMS,0,Others,33,,Mirzapur,0,0,M,2009
Anil Kumar Maurya,BSP,0,Post Graduate,37,15852990,Mirzapur,0,0,M,2009
Anoop Kumar,IND,0,Post Graduate,34,76700,Mirzapur,0,0,M,2009
Anurag Singh,BJP,0,Post Graduate,42,16297500,Mirzapur,0,0,M,2009
Chhabeele,IND,0,Not Given,41,25000,Mirzapur,0,0,M,2009
Dangar,IND,0,Literate,52,730500,Mirzapur,0,0,M,2009
Dulari,IND,0,Not Given,61,3095195,Mirzapur,0,0,F,2009
Hans Kumar,IND,1,Not Given,37,125000,Mirzapur,0,0,M,2009
Jagdish,AD,0,Others,49,47619574,Mirzapur,800000,0,M,2009
Kailash,BSA,0,8th Pass,48,62000,Mirzapur,0,0,M,2009
Kheladi,GGP,0,Not Given,58,1000,Mirzapur,0,0,M,2009
Krishna Chand,IND,0,8th Pass,40,4757000,Mirzapur,0,0,M,2009
Krishna Chand Shukla,IND,0,Post Graduate,40,3949000,Mirzapur,600000,0,M,2009
Lalji,RAD,0,12th Pass,48,2010000,Mirzapur,125000,0,M,2009
Lalti Devi,VP,0,Literate,54,1450000,Mirzapur,0,0,F,2009
Manik Chand,IND,0,Not Given,37,256000,Mirzapur,0,0,M,2009
Mohd. Sagir,National Loktantrik Party,0,12th Pass,41,300500,Mirzapur,100000,0,M,2009
Munna Lal,IND,0,Graduate,34,1428400,Mirzapur,0,0,M,2009
Prem Chand,PMSP,0,Post Graduate,45,215000,Mirzapur,8000,0,M,2009
Radhe Shyam,BRP,0,8th Pass,58,388000,Mirzapur,0,0,M,2009
Ram Gopal,IND,0,Graduate,53,180635,Mirzapur,0,0,M,2009
Ram Raj,IND,0,Not Given,37,,Mirzapur,150000,0,M,2009
Ramesh Dubey,INC,0,8th Pass,66,62799155,Mirzapur,0,0,M,2009
Shankar,CPI(ML)(L),1,Not Given,58,,Mirzapur,0,0,M,2009
Shyam Lal,EKSP,1,12th Pass,41,3654000,Mirzapur,0,0,M,2009
Trilok Nath Verma,IJP,0,Others,61,6701680,Mirzapur,700000,0,M,2009
Ashok Kumar Rawat,BSP,0,Post Graduate,42,6221049,Misrikh,665426,1,M,2009
Anil Kumar Alias Anil Bhargav,BJP,1,Post Graduate,37,6448396,Misrikh,397400,0,M,2009
Om Prakash,INC,0,Post Graduate,47,16816822,Misrikh,3398143,0,M,2009
Rakesh Kumar,IND,0,Literate,26,63500,Misrikh,0,0,M,2009
Ram Autar,RPI(A),0,Not Given,52,1502466,Misrikh,0,0,M,2009
Ram Dayal,IND,0,Literate,64,2171000,Misrikh,35000,0,M,2009
Ram Sagar,IND,0,12th Pass,34,376000,Misrikh,0,0,M,2009
Saheb Lal,IND,0,Graduate,27,60000,Misrikh,0,0,M,2009
Sanjaykumar,IND,0,12th Pass,26,110000,Misrikh,16000,0,M,2009
Shiv Pal,IND,0,10th Pass,44,2276000,Misrikh,0,0,M,2009
Shyam Prakash,SP,1,Graduate,49,7252808,Misrikh,300000,0,M,2009
Uday Pratap,IND,0,12th Pass,39,101122,Misrikh,0,0,M,2009
Vishambhar Dayal,RCP,0,Graduate,38,1174300,Misrikh,200000,0,M,2009
Sushila Saroj,SP,0,Post Graduate,58,28680230,Mohanlalganj,2452429,1,F,2009
Jai Prakash,BSP,0,Graduate,50,18381208,Mohanlalganj,1951970,0,M,2009
Jaipal Pathik,RCP,9,12th Pass,50,34000,Mohanlalganj,170000,0,M,2009
R.K.Chaudhary,Rashtriya Swabhimaan Party,1,Graduate Professional,50,1233023,Mohanlalganj,0,0,M,2009
Ram Dhan,IND,0,Literate,42,5000,Mohanlalganj,0,0,M,2009
Ranjan Kumar Chaudhary,BJP,0,Post Graduate,38,4330738,Mohanlalganj,551181,0,M,2009
Sattideen,UPRP,0,Illiterate,53,2697664,Mohanlalganj,285700,0,M,2009
Mohammed Azharuddin,INC,0,Graduate,46,25233948,Moradabad,565160,1,M,2009
Fareed Jabbar,IND,0,Post Graduate,46,138360000,Moradabad,37000000,0,M,2009
Har Swaroop Sharma,RSMD,0,Post Graduate,56,6515500,Moradabad,1730000,0,M,2009
Hari Om,IND,0,12th Pass,35,100597,Moradabad,0,0,M,2009
Jahid,IND,0,8th Pass,44,1259150,Moradabad,0,0,M,2009
Kunwar Sarvesh Kumar,BJP,4,12th Pass,57,29516747,Moradabad,0,0,M,2009
Mohammad Rizwan,SP,4,Graduate,58,3777148,Moradabad,78000,0,M,2009
Mohd. Yunus,IND,4,Literate,30,1116665,Moradabad,0,0,M,2009
Muhammed Zafar Iqbal,IND,0,Literate,59,2760000,Moradabad,0,0,M,2009
Natthu Singh,IND,0,12th Pass,62,8371860,Moradabad,0,0,M,2009
Patram,IND,0,Literate,46,1182000,Moradabad,0,0,M,2009
Rajiv Tihen,BSP,0,12th Pass,46,5880413,Moradabad,12460293,0,M,2009
Rinki Saini,IND,0,12th Pass,26,51000,Moradabad,0,0,F,2009
Rishi Pal,ABHM,0,10th Pass,41,3640000,Moradabad,0,0,M,2009
Sagir Husain,IND,0,12th Pass,36,4791500,Moradabad,433327,0,M,2009
Sanjay Kumar Urf Sanjay Kumar Goswami,IND,0,12th Pass,32,12400,Moradabad,0,0,M,2009
Shakeel Ahmed,NLHP,1,5th Pass,47,2157570,Moradabad,0,0,M,2009
Tota Ram,IND,0,8th Pass,57,196665,Moradabad,0,0,M,2009
Kadeer Rana,BSP,4,Literate,45,58451906,Muzaffarnagar,0,0,M,2009
Abdul Ajij,PECP,1,10th Pass,57,11396086,Muzaffarnagar,0,0,M,2009
Anuradha Chaudhary,RLD,0,Graduate,48,79870000,Muzaffarnagar,0,0,F,2009
Asutosh Pandey,Lok Dal,0,Graduate,30,5295000,Muzaffarnagar,0,0,M,2009
Bhagwat Singh,IND,0,Graduate Professional,66,1445000,Muzaffarnagar,0,0,M,2009
Dheer Singh,CPI,0,12th Pass,45,2023000,Muzaffarnagar,600000,0,M,2009
Hrendra Singh Malik,INC,0,Graduate,54,21968281,Muzaffarnagar,3524647,0,M,2009
Indrapal,IND,0,12th Pass,67,3248050,Muzaffarnagar,0,0,M,2009
Manish,ABHM,0,10th Pass,35,503374,Muzaffarnagar,0,0,M,2009
Mukta Singh,IND,0,Post Graduate,35,4302000,Muzaffarnagar,0,0,F,2009
Narendra Kumar,IND,0,8th Pass,44,105592,Muzaffarnagar,0,0,M,2009
Nawab Ali,NLHP,0,10th Pass,28,1380000,Muzaffarnagar,150000,0,M,2009
Pramod Pal,IND,0,5th Pass,41,409204,Muzaffarnagar,0,0,M,2009
Rajendra Singh,IND,0,10th Pass,60,4189000,Muzaffarnagar,350000,0,M,2009
Ranveer,IND,0,Graduate Professional,49,615000,Muzaffarnagar,0,0,M,2009
Reeta,MKUP,0,Graduate,31,1492642,Muzaffarnagar,0,0,F,2009
Salamoodeen,NELU,0,Literate,45,1307000,Muzaffarnagar,0,0,M,2009
Salek Malik,IND,0,8th Pass,37,1747000,Muzaffarnagar,1116000,0,M,2009
Sangeet Singh Som,SP,1,Graduate,29,16490000,Muzaffarnagar,0,0,M,2009
Satish Kumar,JSP,0,12th Pass,32,1051100,Muzaffarnagar,0,0,M,2009
Satyveer,IND,0,Graduate,45,7121000,Muzaffarnagar,0,0,M,2009
Veerpal,BSKP,0,8th Pass,32,120479,Muzaffarnagar,0,0,M,2009
Vijay,IND,0,12th Pass,36,483200,Muzaffarnagar,0,0,M,2009
Yashvir Singh,SP,1,12th Pass,36,784562,Nagina,0,0,M,2009
Asarpat,IND,0,12th Pass,41,322010,Nagina,0,0,M,2009
Babli Alias Gulsan Jahan,NELU,0,Literate,34,512000,Nagina,0,0,F,2009
Bhisham Prasad,IND,0,Literate,52,130000,Nagina,0,0,M,2009
Isam Singh,INC,0,Others,51,16926590,Nagina,264000,0,M,2009
Munsiram,RLD,0,Others,59,7064554,Nagina,120573,0,M,2009
Nobahar Singh,IND,0,12th Pass,49,6400000,Nagina,300000,0,M,2009
Ram Chander,IND,0,Graduate,44,560000,Nagina,0,0,M,2009
Ram Kishan Singh,BSP,0,Post Graduate,65,8719145,Nagina,0,0,M,2009
Ranjeet,NBNP,0,Literate,40,222000,Nagina,0,0,M,2009
Tej Singh,Ambedkar Samaj Party,1,Graduate,53,18636224,Nagina,0,0,M,2009
Udit Raj,IJP,0,Doctorate,51,16502117,Nagina,131342,0,M,2009
Vijay Prakash,PECP,0,Post Graduate,70,4400000,Nagina,0,0,M,2009
Yadram,IND,0,Graduate,44,1097205,Nagina,0,0,M,2009
Kapil Muni Karwariya,BSP,4,Graduate Professional,42,,Phulpur,0,0,M,2009
Bharat Lal,IND,0,12th Pass,52,25000,Phulpur,0,0,M,2009
Chandrajeet,Lok Dal,0,Graduate,28,58000,Phulpur,0,0,M,2009
Devendra Pratap Singh,RDMP,1,Not Given,38,150000,Phulpur,0,0,M,2009
Dharmaraj Singh Patel,INC,3,Post Graduate,50,5104000,Phulpur,0,0,M,2009
Dr. Milan Mukherjee,IND,0,Not Given,67,,Phulpur,0,0,M,2009
Dr. Neeraj,IND,0,Post Graduate,43,7617327,Phulpur,0,0,M,2009
Dr. Sone Lal Patel,IND,0,Doctorate,59,30589802,Phulpur,0,0,M,2009
Karan Singh Patel,BJP,0,Post Graduate,50,5018597,Phulpur,28442,0,M,2009
Krishna Kumar,IND,0,Not Given,33,138000,Phulpur,0,0,M,2009
Lallan Singh,Rashtriya Swabhimaan Party,6,8th Pass,35,4953000,Phulpur,0,0,M,2009
Munishwar Singh Maurya,IND,0,Graduate Professional,65,1475000,Phulpur,0,0,M,2009
Pradeep Kumar Srivastava,AD,0,Post Graduate,49,11292327,Phulpur,0,0,M,2009
Radheshyam Singh Yadav,IND,0,Not Given,72,1100800,Phulpur,0,0,M,2009
Radhika Pal,IND,0,Post Graduate,34,123000,Phulpur,250000,0,F,2009
Ram Janm Yadav,IND,0,Post Graduate,31,25000,Phulpur,0,0,M,2009
Ramshankar,IND,0,Graduate,47,1000000,Phulpur,0,0,M,2009
Samar Bahadur Sharma,IND,0,Not Given,40,19000,Phulpur,0,0,M,2009
Sanjeev Kumar Mishra,Yuva Vikas Party,0,Post Graduate,30,1597000,Phulpur,110746,0,M,2009
Satish Yadav,IJP,0,Post Graduate,34,1510025,Phulpur,0,0,M,2009
Shyama Charan Gupta,SP,0,Graduate Professional,63,135600000,Phulpur,188186,0,M,2009
Vijay Kumar,GMS,0,Literate,56,750000,Phulpur,0,0,M,2009
Virendra Pal Singh,IND,0,Graduate Professional,66,11027000,Phulpur,0,0,M,2009
Feroze Varun Gandhi,BJP,6,Graduate,29,49267810,Pilibhit,0,0,M,2009
Ganga Charan,BSP,0,Graduate Professional,45,298273248,Pilibhit,0,0,M,2009
Harish Kumar,BSRD,0,8th Pass,44,132800,Pilibhit,0,0,M,2009
Harpal Singh,RCP,0,12th Pass,26,110000,Pilibhit,0,0,M,2009
Indra Pal,AD,0,Post Graduate,58,5055000,Pilibhit,200000,0,M,2009
Jamuna Davi,RKSP,0,Literate,54,100000,Pilibhit,0,0,F,2009
Krishna Adhikari,CPI(ML)(L),6,10th Pass,44,64450,Pilibhit,0,0,M,2009
Lalta Prasad,IND,0,5th Pass,51,35000,Pilibhit,0,0,M,2009
Mahavir Singh,IND,0,Post Graduate,49,21751000,Pilibhit,0,0,M,2009
Mahesh Saxena,IND,0,12th Pass,51,3700000,Pilibhit,0,0,M,2009
Master Chotey Lal Gangwar,NCP,0,Literate,61,6901000,Pilibhit,45000,0,M,2009
Ram Kumar Arya,Akhil Bharatiya Rajarya Sabha,0,Post Graduate,40,1245000,Pilibhit,0,0,M,2009
Ram Narayan Singh,IND,0,Post Graduate,44,512000,Pilibhit,0,0,M,2009
Riyaz Ahmad,SP,0,Post Graduate,44,5912608,Pilibhit,2429125,0,M,2009
V. M. Singh,INC,8,Graduate,49,6321566925,Pilibhit,3935858,0,M,2009
Viquarul Hasan Khan,IND,0,Post Graduate,40,2115000,Pilibhit,0,0,M,2009
Rajkumari Ratna Singh,INC,5,Graduate,49,678270725,Pratapgarh,1002000,0,M,2009
A. Rashid Ansari,MC,1,Graduate,54,1789119,Pratapgarh,0,0,M,2009
Arun Kumar,Samajwadi Janata Party (Rashtriya),0,12th Pass,48,101549,Pratapgarh,0,0,M,2009
Atul Dwivedi,IND,0,Not Given,29,80000,Pratapgarh,0,0,M,2009
Badri Prasad,IND,0,Graduate,48,,Pratapgarh,0,0,M,2009
Chhangalal,IND,0,Literate,56,500000,Pratapgarh,0,0,M,2009
Dinesh Pandey Alias D.K. Pandey,IND,0,Not Given,34,265000,Pratapgarh,0,0,M,2009
Jitendra Pratap Singh,IND,0,12th Pass,40,135000,Pratapgarh,50000,0,M,2009
Kunwar Akshaya Pratap Singh,SP,5,8th Pass,41,42118096,Pratapgarh,19054082,0,M,2009
Lakshmi Narain Pandey (Guru Ji),BJP,2,Graduate,57,15785801,Pratapgarh,0,0,M,2009
Muneeshwar Singh,IND,0,Graduate Professional,65,1475000,Pratapgarh,0,0,M,2009
Rajesh,KKJHS,0,Graduate,36,135000,Pratapgarh,0,0,M,2009
Ram Samujh,IND,0,Others,60,200000,Pratapgarh,0,0,M,2009
Ramesh Kumar,IND,0,Graduate,31,912463,Pratapgarh,30540,0,M,2009
Rammurti Mishra,IND,0,Not Given,36,145000,Pratapgarh,0,0,M,2009
Rani Pal,IND,0,Literate,58,150000,Pratapgarh,0,0,F,2009
Satram,IND,0,Graduate Professional,42,127000,Pratapgarh,0,0,M,2009
Shivram,IND,0,12th Pass,51,2415000,Pratapgarh,185000,0,M,2009
Udhav Ram,IND,0,Graduate,53,380000,Pratapgarh,0,0,M,2009
Vinod,IND,0,Literate,29,270000,Pratapgarh,0,0,M,2009
Sonia Gandhi,INC,0,Others,62,13794768,Rae bareli,0,0,M,2009
Alok Kumar Singh,IND,0,Post Graduate,32,188315,Rae bareli,522200,0,M,2009
Anil Kumar Maurya,AD,2,Not Given,31,20000,Rae bareli,0,0,M,2009
Avnish,IND,0,8th Pass,31,30000,Rae bareli,0,0,M,2009
Babulal,IND,0,Literate,61,392849,Rae bareli,2000,0,M,2009
Dinesh,RCP,0,Post Graduate,32,235000,Rae bareli,0,0,M,2009
Horilal,IND,0,Post Graduate,41,250000,Rae bareli,18500,0,M,2009
Iliyas Hussain,IND,0,Not Given,36,98109,Rae bareli,0,0,M,2009
Lajjawati Kanchan,IND,0,10th Pass,43,121160,Rae bareli,0,0,M,2009
Manoj Kumar S/O Hanumant Prasad,IND,0,Literate,36,285000,Rae bareli,0,0,M,2009
Manoj Kumar S/O Ram Naresh Singh,IND,0,Graduate,50,605000,Rae bareli,500,0,M,2009
R.B.Singh,BJP,0,Graduate,44,2798000,Rae bareli,500000,0,M,2009
R.S.Kushwaha,BSP,0,12th Pass,52,8919388,Rae bareli,933025,0,M,2009
Rama Shankar,IND,0,Literate,42,61000,Rae bareli,0,0,M,2009
Shyam Bihari Gupta,IND,0,12th Pass,44,530000,Rae bareli,0,0,M,2009
Sripal,IND,0,Post Graduate,45,152000,Rae bareli,0,0,M,2009
Jaya Prada Nahata,SP,0,12th Pass,45,131490118,Rampur,1398995,1,F,2009
Arif Sikandar Urf Raju Mian,IND,0,5th Pass,34,30000,Rampur,0,0,M,2009
Begum Noor Bano Urf Mehtab Zamani Begum,INC,0,10th Pass,70,27603385,Rampur,161758,0,F,2009
Bholey Khan,IND,0,Literate,46,3616657,Rampur,0,0,M,2009
Deepchand Gupta,JKD,0,Post Graduate,51,753381,Rampur,0,0,M,2009
Gendan Lal,IND,0,8th Pass,42,175000,Rampur,0,0,M,2009
Ghan Shyam Singh Lodhi,BSP,0,8th Pass,48,12493082,Rampur,6200000,0,M,2009
Jagdish Saran Sagar,IND,0,5th Pass,39,693000,Rampur,0,0,M,2009
Kapil Dev,IND,1,12th Pass,30,3573500,Rampur,160258,0,M,2009
Mukhtar Abbas Naqvi,BJP,1,Graduate,51,25360000,Rampur,1000000,0,M,2009
Sameena Bi,Rashtriya Swabhimaan Party,3,12th Pass,27,1000,Rampur,0,0,M,2009
Sanjeev Kumar,AD,0,Post Graduate,47,2137000,Rampur,0,0,M,2009
Shakkan Khan,IND,0,Literate,61,370000,Rampur,0,0,M,2009
Shripal Gupta,BSP(K),0,8th Pass,38,685000,Rampur,0,0,M,2009
Sifaat Ali Khan,Indian Union Muslim League,0,Graduate,48,104000,Rampur,0,0,M,2009
Tariq Mian Deshmukh,IND,0,12th Pass,41,417500,Rampur,0,0,M,2009
Pakauri Lal,SP,0,Literate,57,1762515,Robertsganj,0,1,M,2009
Chandra Shekhar,JPS,0,12th Pass,34,550000,Robertsganj,0,0,M,2009
Gulab,PDFO,2,Others,31,2547000,Robertsganj,0,0,M,2009
Munni Devi,RSMD,0,Not Given,42,380000,Robertsganj,0,0,F,2009
Ram Adhar Joseph,INC,0,Post Graduate,43,7273075,Robertsganj,0,0,M,2009
Ram Chandra Tyagi,BSP,0,Not Given,54,3225900,Robertsganj,0,0,M,2009
Ram Shakal,BJP,0,Post Graduate,47,3096064,Robertsganj,230262,0,M,2009
Rambriksha,IND,0,Not Given,39,83000,Robertsganj,0,0,M,2009
Ramesh Kumar,AD,0,Graduate,31,3965500,Robertsganj,0,0,M,2009
Shrawan Kumar,RWS,0,Graduate,41,168000,Robertsganj,0,0,M,2009
Jagdish Singh Rana,BSP,0,Graduate,53,18867277,Saharanpur,298187,1,M,2009
Chandra Prakash Arora,IND,0,Post Graduate,53,1553000,Saharanpur,0,0,M,2009
Chattar Singh Kashyap,VAJP,0,Not Given,54,14183448,Saharanpur,0,0,M,2009
Chintamani,IND,0,Graduate Professional,60,2066500,Saharanpur,0,0,M,2009
Gajay Singh,INC,0,10th Pass,50,60422000,Saharanpur,0,0,M,2009
Haji Mohammed Tauseef,PECP,1,Graduate,45,21790000,Saharanpur,0,0,M,2009
